label, speaker, text
W07_LTXT_COMM_TEMPLEFIRE_TITLE, UI, Flame Temple
W07_LTXT_COMM_TEMPLEFIRE_DETAIL, UI, This is the headquarters of those who lead the Flame Tribe both spiritually and politically.
W07_LTXT_COMM_TEMPLEFIRE_RUINS_TITLE, UI, Flame Temple Ruins
W07_LTXT_COMM_TEMPLEFIRE_RUINS_DETAIL, UI, The Flame Temple has been destroyed.
W07_LTXT_COMM_TEMPLEWOOD_TITLE, UI, Forest Temple
W07_LTXT_COMM_TEMPLEWOOD_DETAIL, UI, This is the headquarters of those who lead the Forest Tribe both spiritually and politically.
W07_LTXT_COMM_TEMPLEWOOD_RUINS_TITLE, UI, Forest Temple Ruins
W07_LTXT_COMM_TEMPLEWOOD_RUINS_DETAIL, UI, The Forest Temple has been destroyed.
W07_LTXT_COMM_TEMPLEWIND_TITLE, UI, Gale Temple
W07_LTXT_COMM_TEMPLEWIND_DETAIL, UI, This is the headquarters of those who lead the Gale Tribe both spiritually and politically.
W07_LTXT_COMM_TEMPLEWIND_RUINS_TITLE, UI, Gale Temple Ruins
W07_LTXT_COMM_TEMPLEWIND_RUINS_DETAIL, UI, The Gale Temple has been destroyed.
W07_LTXT_COMM_TEMPLEWATER_TITLE, UI, Wave Temple
W07_LTXT_COMM_TEMPLEWATER_DETAIL, UI, This is the headquarters of those who lead the Wave Tribe both spiritually and politically.
W07_LTXT_COMM_TEMPLEWATER_RUINS_TITLE, UI, Wave Temple Ruins
W07_LTXT_COMM_TEMPLEWATER_RUINS_DETAIL, UI, The Wave Temple has been destroyed.
W07_LTXT_COMM_TEMPLESOUL_TITLE, UI, Soul Temple Ruins
W07_LTXT_COMM_TEMPLESOUL_DETAIL, UI, Long ago, the four tribes joined forces to destroy the Soul Temple. 
W07_LTXT_COMM_MISSION141_STEAM_CONS_TITLE, UI, Steam Plant
W07_LTXT_COMM_MISSION141_STEAM_CONS_DETAIL, UI, There seems to be a problem at the steam plant.
W07_LTXT_COMM_MISSION141_STEAM_TITLE, UI, Steam Plant
W07_LTXT_COMM_MISSION141_STEAM_DETAIL, UI, This steam plant is a symbol of the alliance between the Flame and Wave Tribes. It combines the heat of a volcano with plentiful water to create energy.
W07_LTXT_COMM_MISSION141_STEAM_DESTR_TITLE, UI, Rubble
W07_LTXT_COMM_MISSION141_STEAM_DESTR_DETAIL, UI, A steam plant once stood here.
W07_LTXT_COMM_MISSION142_SHIPYARD_CONS_TITLE, UI, Shipyard in Progress
W07_LTXT_COMM_MISSION142_SHIPYARD_CONS_DETAIL, UI, You'll need more ships to develop the economy and improve marine transport.
W07_LTXT_COMM_MISSION142_SHIPYARD_TITLE, UI, Shipyard
W07_LTXT_COMM_MISSION142_SHIPYARD_DETAIL, UI, The shipyard was completed despite many attempts to stop its construction.
W07_LTXT_COMM_MISSION142_SHIPYARD_DESTR_TITLE, UI, Rubble
W07_LTXT_COMM_MISSION142_SHIPYARD_DESTR_DETAIL, UI, A shipyard once stood here.
W07_LTXT_COMM_MISSION143_STATION_TITLE, UI, Station
W07_LTXT_COMM_MISSION143_STATION_DETAIL, UI, A station used by the Forestgale Alliance for trade.
W07_LTXT_COMM_MISSION143_STATION_DESTR_TITLE, UI, Rubble
