label, speaker, text
W17_LTXT_COMM_CASTLE_000_TITLE, UI, Castle
W17_LTXT_COMM_CASTLE_000_DETAIL, UI, The beautiful, sturdy castle of King Din. If it falls to the forces of Chaos, this world is doomed.
W17_LTXT_COMM_HOLE_000_TITLE, UI, Cleft of Chaos
W17_LTXT_COMM_HOLE_000_DETAIL, UI, New additions to the forces of Chaos emerge endlessly from this great chasm. Just being near it makes your blood run cold. Where could it possibly lead?
W17_LTXT_COMM_FOREST_000_TITLE, UI, Forest
W17_LTXT_COMM_FOREST_000_DETAIL, UI, People tend to give this eerie forest a wide berth. Perhaps that makes it an ideal place for the forces of Chaos.
W17_LTXT_COMM_LAKE_000_TITLE, UI, Watchtower
W17_LTXT_COMM_LAKE_000_DETAIL, UI, The forces of Chaos launch their offensives on the castle from the lake. You should keep observing them vigilantly.
W17_LTXT_COMM_TEMPLE_000_TITLE, UI, Temple
W17_LTXT_COMM_TEMPLE_000_DETAIL, UI, This location may have been defiled by the forces of Chaos; it doesn't seem prayers from this spot will ever reach their destination.
W17_LTXT_COMM_RUIN_000_TITLE, UI, Ruins
W17_LTXT_COMM_RUIN_000_DETAIL, UI, The forces of Chaos descend endlessly on these ruins. What could be causing this?
W17_LTXT_COMM_GRAVEYARD_000_TITLE, UI, Graveyard
W17_LTXT_COMM_GRAVEYARD_000_DETAIL, UI, Those who perished in battle are typically laid to rest here, but the current situation is too dire for proper burials.
W17_LTXT_COMM_FORT_000_TITLE, UI, Fortress
W17_LTXT_COMM_FORT_000_DETAIL, UI, A fortress that was occupied by the forces of Chaos for a very long time. Though countless warriors now gather here, the enemy still seeks to reclaim it.
W17_LTXT_COMM_CITY_000_TITLE, UI, Town
W17_LTXT_COMM_CITY_000_DETAIL, UI, A few brave townsfolk refused to evacuate this place so they might continue fighting the forces of Chaos.
W17_LTXT_COMM_MINE_000_TITLE, UI, Mine
W17_LTXT_COMM_MINE_000_DETAIL, UI, This place has been dug up without pause; you now have an equal chance of finding both ore and the forces of Chaos inside.
W17_LTXT_COMM_FIELD_000_TITLE, UI, Fields
W17_LTXT_COMM_FIELD_000_DETAIL, UI, These fields provide the food humanity needs to survive.
W17_LTXT_COMM_VILLAGE_000_TITLE, UI, Village
W17_LTXT_COMM_VILLAGE_000_DETAIL, UI, As this village is close to the castle, it continues to repel the forces of Chaos.
W17_LTXT_COMM_CHURCH_000_TITLE, UI, Church
W17_LTXT_COMM_CHURCH_000_DETAIL, UI, A place that provides emotional support to the people of the land. Alas, the forces of Chaos show no respect for holy ground.
W17_LTXT_COMM_TEMPLE_010_TITLE, UI, Secure Temple
W17_LTXT_COMM_TEMPLE_010_DETAIL, UI, Your forces are currently securing this temple, a place where people pray to the divinity of this land.
W17_LTXT_COMM_RUIN_010_TITLE, UI, Secure Ruins
W17_LTXT_COMM_RUIN_010_DETAIL, UI, Your forces are currently securing these ruins, a place that speaks to the history of this land.
W17_LTXT_COMM_GRAVEYARD_010_TITLE, UI, Secure Graveyard
W17_LTXT_COMM_GRAVEYARD_010_DETAIL, UI, Your forces are currently securing this graveyard, a place where those who died in battle are laid to rest.
W17_LTXT_COMM_FORT_010_TITLE, UI, Secure Fortress
W17_LTXT_COMM_FORT_010_DETAIL, UI, Your forces are currently securing this fortress, which is sure to be a key strategic point going forward.
W17_LTXT_COMM_CITY_010_TITLE, UI, Secure Town
W17_LTXT_COMM_CITY_010_DETAIL, UI, Your forces are currently securing this town, in which countless people live.
W17_LTXT_COMM_MINE_010_TITLE, UI, Secure Mine
W17_LTXT_COMM_MINE_010_DETAIL, UI, Your forces are currently securing this mine, which is filled with natural resources.
W17_LTXT_COMM_FIELD_010_TITLE, UI, Secure Fields
W17_LTXT_COMM_FIELD_010_DETAIL, UI, Your forces are currently securing these fields, which provide the food humanity needs to survive.
W17_LTXT_COMM_VILLAGE_010_TITLE, UI, Secure Village
W17_LTXT_COMM_VILLAGE_010_DETAIL, UI, Your forces are currently securing this village, in which countless people live.
W17_LTXT_COMM_CHURCH_010_TITLE, UI, Secure Church
W17_LTXT_COMM_CHURCH_010_DETAIL, UI, Your forces are currently securing this church, which provides emotional support for the people of this land.
W17_LTXT_COMM_TEMPLE_020_TITLE, UI, Neutral Temple
W17_LTXT_COMM_TEMPLE_020_DETAIL, UI, This temple is currently neutral. You should focus the war effort elsewhere.
W17_LTXT_COMM_RUIN_020_TITLE, UI, Neutral Ruins
W17_LTXT_COMM_RUIN_020_DETAIL, UI, These ruins are currently neutral. You should focus the war effort elsewhere.
W17_LTXT_COMM_GRAVEYARD_020_TITLE, UI, Neutral Graveyard
W17_LTXT_COMM_GRAVEYARD_020_DETAIL, UI, This graveyard is currently neutral. You should focus the war effort elsewhere.
W17_LTXT_COMM_FORT_020_TITLE, UI, Neutral Fortress
W17_LTXT_COMM_FORT_020_DETAIL, UI, This fortress is currently neutral. You should focus the war effort elsewhere.
W17_LTXT_COMM_CITY_020_TITLE, UI, Neutral Town
W17_LTXT_COMM_CITY_020_DETAIL, UI, This town is currently neutral. You should focus the war effort elsewhere.
W17_LTXT_COMM_MINE_020_TITLE, UI, Neutral Mine
W17_LTXT_COMM_MINE_020_DETAIL, UI, This mine is currently neutral. You should focus the war effort elsewhere.
W17_LTXT_COMM_FIELD_020_TITLE, UI, Neutral Fields
W17_LTXT_COMM_FIELD_020_DETAIL, UI, These fields are currently neutral. You should focus the war effort elsewhere.
W17_LTXT_COMM_VILLAGE_020_TITLE, UI, Neutral Village
W17_LTXT_COMM_VILLAGE_020_DETAIL, UI, This village is currently neutral. You should focus the war effort elsewhere.
W17_LTXT_COMM_CHURCH_020_TITLE, UI, Neutral Church
W17_LTXT_COMM_CHURCH_020_DETAIL, UI, This church is currently neutral. You should focus the war effort elsewhere.
W17_LTXT_COMM_TEMPLE_030_TITLE, UI, Occupied Temple
W17_LTXT_COMM_TEMPLE_030_DETAIL, UI, This temple has fallen to the enemy. However, you must focus the war effort elsewhere.
W17_LTXT_COMM_RUIN_030_TITLE, UI, Occupied Ruins
W17_LTXT_COMM_RUIN_030_DETAIL, UI, These ruins have fallen to the enemy. However, you must focus the war effort elsewhere.
W17_LTXT_COMM_GRAVEYARD_030_TITLE, UI, Occupied Graveyard
W17_LTXT_COMM_GRAVEYARD_030_DETAIL, UI, This graveyard has fallen to the enemy. However, you must focus the war effort elsewhere.
W17_LTXT_COMM_FORT_030_TITLE, UI, Occupied Fortress
W17_LTXT_COMM_FORT_030_DETAIL, UI, This fortress has fallen to the enemy. However, you must focus the war effort elsewhere.
W17_LTXT_COMM_CITY_030_TITLE, UI, Occupied Town
W17_LTXT_COMM_CITY_030_DETAIL, UI, This town has fallen to the enemy. However, you must focus the war effort elsewhere.
W17_LTXT_COMM_MINE_030_TITLE, UI, Occupied Mine
W17_LTXT_COMM_MINE_030_DETAIL, UI, This mine has fallen to the enemy. However, you must focus the war effort elsewhere.
W17_LTXT_COMM_FIELD_030_TITLE, UI, Occupied Fields
W17_LTXT_COMM_FIELD_030_DETAIL, UI, These fields have fallen to the enemy. However, you must focus the war effort elsewhere.
W17_LTXT_COMM_VILLAGE_030_TITLE, UI, Occupied Village
