label, speaker, text
W06_LTXT_COMM_STOMACH_HEALTHY_000_TITLE, UI, The Digestica
W06_LTXT_COMM_STOMACH_HEALTHY_000_DETAIL, UI, This is one of the four great temples of the Kosmos. It's currently functioning normally.
W06_LTXT_COMM_HEART_HEALTHY_000_TITLE, UI, The Circuleum
W06_LTXT_COMM_HEART_HEALTHY_000_DETAIL, UI, This is one of the four great temples of the Kosmos. It's currently functioning normally.
W06_LTXT_COMM_LUNGS_HEALTHY_000_TITLE, UI, The Respiquary
W06_LTXT_COMM_LUNGS_HEALTHY_000_DETAIL, UI, This is one of the four great temples of the Kosmos. It's currently functioning normally.
W06_LTXT_COMM_BRAIN_HEALTHY_000_TITLE, UI, The Cognitheon
W06_LTXT_COMM_BRAIN_HEALTHY_000_DETAIL, UI, This is one of the four great temples of the Kosmos. It's currently functioning normally.
W06_LTXT_COMM_STOMACH_SICK_000_TITLE, UI, The Digestica
W06_LTXT_COMM_STOMACH_SICK_000_DETAIL, UI, This is one of the four great temples of the Kosmos. A problem has emerged here.
W06_LTXT_COMM_HEART_SICK_000_TITLE, UI, The Circuleum
W06_LTXT_COMM_HEART_SICK_000_DETAIL, UI, This is one of the four great temples of the Kosmos. A problem has emerged here.
W06_LTXT_COMM_LUNGS_SICK_000_TITLE, UI, The Respiquary
W06_LTXT_COMM_LUNGS_SICK_000_DETAIL, UI, This is one of the four great temples of the Kosmos. A problem has emerged here.
W06_LTXT_COMM_BRAIN_SICK_000_TITLE, UI, The Cognitheon
W06_LTXT_COMM_BRAIN_SICK_000_DETAIL, UI, This is one of the four great temples of the Kosmos. A problem has emerged here.
W06_LTXT_COMM_THYMUS_000_TITLE, UI, Thymus, the Cradle of All
W06_LTXT_COMM_THYMUS_000_DETAIL, UI, This is where all the benignancies in the Kosmos were born.
W06_LTXT_COMM_TRACHEA_000_TITLE, UI, The Expulsitory
W06_LTXT_COMM_TRACHEA_000_DETAIL, UI, This is a large, gate-like structure. It appears to be locked.
W06_LTXT_COMM_TRACHEA_OPEN_000_TITLE, UI, The Expulsitory
W06_LTXT_COMM_TRACHEA_OPEN_000_DETAIL, UI, This is a large, gate-like structure.
W06_GIMK_COMM_FAT00_000_TITLE, UI, Fat
W06_GIMK_COMM_FAT00_000_DETAIL, UI, Thymus is currently surrounded by a wall of thick fat.
W06_GIMK_COMM_VEINS00_000_TITLE, UI, Sanguine Passage
W06_GIMK_COMM_VEINS00_000_DETAIL, UI, A red passage filled with red liquid. It serves as a means to access the neighboring temple.
W06_GIMK_COMM_VEINS00_000_BUTTON, UI, Enter the Passage
W06_GIMK_COMM_VEINS00_010_TITLE, UI, Sanguine Passage
