label,GetActor(),Attack,Body,BodyDrop,Cost,DefFire,DefIce,DefLightning,DefSlash,DefStab,DefStrike,Dodge,DropGroup,DropItem,DropProb,Equip,Float,GuardReduction,HP,InspirtationRank,MinHP,Name,Power,PRM_INT,PRM_QUI,PRM_STR,PRM_TEC,PRM_VIT,PRM_WIL,Race,RankBonus,RankRangeMax,RankRangeMin,RegChant,RegConfusion,RegDarkness,RegDeath,RegParalysis,RegPoison,RegRage,RegStench,RegStone,RegStun,ResultHP,Size,SLV_Do,SLV_Gfirearm,SLV_Gsword,SLV_Ka,SLV_Kin,SLV_Lfirearm,SLV_Lsword,SLV_Magic,SLV_Martial,SLV_Mecha_1,SLV_Mecha_2,SLV_Moku,SLV_Monster,SLV_Sui,Soul,SoulDrop,StartEffectParameter,StartHP,voice
E_CCM200_CV05_A,CAM50_CV05,0,None,0,210,None,None,None,None,None,None,0,None,['None','None'],['0','0','0'],['WLLSW01_A','None'],0,0,210,0,None,ソードナイト,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,None,None
E_CCM200_CV05_B,CAM50_CV05,0,None,0,210,None,None,None,None,None,None,0,None,['None','None'],['0','0','0'],['WLLSW01_A','None'],0,0,210,0,None,ソードナイト,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,None,None
E_CCM200_CV05_C,CAM50_CV05,0,None,0,210,None,None,None,None,None,None,0,None,['None','None'],['0','0','0'],['GLONE10_A','None'],0,0,210,0,None,アーマーガンナー,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,None,None
E_CCM200_CV05_D,CAM50_CV05,0,None,0,210,None,None,None,None,None,None,0,None,['None','None'],['0','0','0'],['GLONE10_A','None'],0,0,210,0,None,アーマーガンナー,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,None,None
E_CCM200_CV05_E,CAM50_CV05,0,None,0,210,None,None,None,None,None,None,0,None,['None','None'],['0','0','0'],['GLONE10_A','None'],0,0,210,0,None,アーマーガンナー,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,None,None
MOBJ,MOBJ,0,None,0,100,1000,1000,0,1000,1000,0,0,None,['SAAC01_A','None'],['80','0','0'],['None','None'],0,0,100,0,None,岩,0,None,None,None,None,None,None,Object,0,None,None,None,None,None,None,None,None,None,None,None,None,None,M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,None,None
E_M0010_TEST,M0010,0,None,0,100,None,None,None,None,None,None,0,None,['None','None'],['0','0','0'],['None','None'],0,0,100,0,None,Btl_E_M0010_A_EnemyName,0,None,None,None,None,None,None,Beast,0,None,None,None,None,None,None,None,None,None,None,None,None,None,M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,100,None,None
E_M0020_TEST,M0020,0,None,0,100,None,None,None,None,None,None,0,None,['None','None'],['0','0','0'],['None','None'],0,0,100,0,None,Btl_E_M0020_A_EnemyName,0,None,None,None,None,None,None,Beast,0,None,None,None,None,None,None,None,None,None,None,None,None,None,M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,10,None,None
E_M0100_TEST,M0100,0,None,0,100,None,None,None,None,None,None,0,None,['None','None'],['0','0','0'],['None','None'],1,0,100,0,None,Btl_E_M0100_A_EnemyName,0,None,None,None,None,None,None,Spirit,0,None,None,80,80,80,80,80,80,80,80,80,80,None,L,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,10,None,None
E_M0110_TEST,M0110,0,None,0,100,None,None,None,None,None,None,0,None,['None','None'],['0','0','0'],['None','None'],0,0,100,10,None,Btl_E_M0110_A_EnemyName,0,None,None,None,None,None,None,Spirit,0,None,None,80,80,80,80,80,80,80,80,80,80,None,LL,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,None,None
E_M0210_TEST,M0210,0,None,0,630,None,None,None,None,None,None,0,None,['None','None'],['0','0','0'],['None','None'],0,0,630,10,None,Btl_E_M0210_A_EnemyName,0,None,None,None,None,None,None,Plant,0,None,None,80,80,80,80,80,80,80,80,80,80,None,L,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,None,None
E_M0230_TEST,M0230,0,None,0,88,None,None,None,None,None,None,0,None,['None','None'],['0','0','0'],['None','None'],0,50,88,0,None,Btl_E_M0230_A_EnemyName,0,None,None,None,None,None,None,Plant,0,None,None,None,None,None,None,None,None,None,None,None,None,None,S,5,None,None,5,5,None,None,None,None,None,None,5,None,5,None,0,0,None,None
E_M0300_TEST,M0300,0,None,0,100,None,None,None,None,None,None,0,None,['None','None'],['0','0','0'],['None','None'],0,0,100,0,None,Btl_E_M0300_A_EnemyName,0,None,None,None,None,None,None,Reptiles,0,None,None,None,None,None,None,None,None,None,None,None,None,None,M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,None,None
E_M0310_TEST,M0310,0,None,0,100,None,None,None,None,None,None,0,None,['None','None'],['0','0','0'],['None','None'],0,0,100,0,None,Btl_E_M0310_A_EnemyName,0,None,None,None,None,None,None,Reptiles,0,None,None,None,None,None,None,None,None,None,None,None,None,None,M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,10,None,None
E_M0400_TEST,M0400,0,None,0,100,None,None,None,None,None,None,0,None,['None','None'],['0','0','0'],['None','None'],0,0,100,0,None,Btl_E_M0400_A_EnemyName,0,None,None,None,None,None,None,Aquatic,0,None,None,None,None,None,None,None,None,None,None,None,None,None,M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,None,None
E_M0410_TEST,M0410,0,None,0,100,None,None,None,None,None,None,0,None,['None','None'],['0','0','0'],['None','None'],0,0,100,0,None,Btl_E_M0410_A_EnemyName,0,None,None,None,None,None,None,Aquatic,0,None,None,None,None,None,None,None,None,None,None,None,None,None,LL,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,None,None
E_M0420_TEST,M0420,0,None,0,100,None,None,None,None,None,None,0,None,['None','None'],['0','0','0'],['None','None'],0,0,100,10,None,Btl_E_M0420_A_EnemyName,0,None,None,None,None,None,None,Aquatic,0,None,None,80,80,80,80,80,80,80,80,80,80,None,L,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,None,None
E_M0700_TEST,M0700,0,None,0,100,None,None,None,None,None,None,0,None,['None','None'],['0','0','0'],['None','None'],0,0,100,0,None,Btl_E_M0700_A_EnemyName,0,None,None,None,None,None,None,Insect,0,None,None,None,None,None,None,None,None,None,None,None,None,None,M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,None,None
E_M0710_TEST,M0710,0,None,0,100,None,None,None,None,None,None,0,None,['None','None'],['0','0','0'],['None','None'],0,0,100,10,None,Btl_E_M0710_A_EnemyName,0,None,None,None,None,None,None,Insect,0,None,None,80,80,80,80,80,80,80,80,80,80,None,L,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,None,None
E_M0800_TEST,M0800,0,None,0,100,None,None,None,None,None,None,0,None,['None','None'],['0','0','0'],['None','None'],1,0,100,0,None,Btl_E_M0800_A_EnemyName,0,None,None,None,None,None,None,Winged,0,None,None,None,None,None,None,None,None,None,None,None,None,None,M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,None,None
E_M0810_TEST,M0810,0,None,0,100,None,None,None,None,None,None,0,None,['None','None'],['0','0','0'],['None','None'],1,0,100,0,None,Btl_E_M0810_A_EnemyName,0,None,None,None,None,None,None,Winged,0,None,None,None,None,None,None,None,None,None,None,None,None,None,M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,None,None
E_M0900_TEST,M0900,0,None,0,80,None,None,None,None,None,None,0,None,['None','None'],['0','0','0'],['None','None'],1,0,80,0,None,Btl_E_M0900_A_EnemyName,0,None,None,None,None,None,None,Element,0,None,None,None,None,None,None,None,None,None,None,None,None,None,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,None,None
E_M1020_TEST,M1020,0,None,0,100,None,None,None,None,None,None,0,None,['None','None'],['0','0','0'],['None','None'],0,0,100,0,None,Btl_E_M1020_A_EnemyName,0,None,None,None,None,None,None,Asmodian,0,None,None,None,None,None,None,None,None,None,None,None,None,None,M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,None,None
E_M1000_TEST,M1000,0,None,0,100,None,None,None,None,None,None,0,None,['None','None'],['0','0','0'],['None','None'],0,0,100,10,None,Btl_E_M1000_A_EnemyName,0,None,None,None,None,None,None,Asmodian,0,None,None,80,80,80,80,80,80,80,80,80,80,None,L,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,None,None
