label, speaker, text
W03_LTXT_COMM_GLUTTONY_000_TITLE, UI, Watchtower of Gluttony
W03_LTXT_COMM_GLUTTONY_000_DETAIL, UI, One of the watchtowers built to protect the Dark Castle. It presides over the dark virtue of gluttony. The odor of rotting food fills the air around it, attracting both animals and insects.
W03_LTXT_COMM_LUST_000_TITLE, UI, Watchtower of Lust
W03_LTXT_COMM_LUST_000_DETAIL, UI, One of the watchtowers built to protect the Dark Castle. It presides over the dark virtue of lust. A seductive smell fills the air around it, while suspicious shadows lie in wait for some dark purpose.
W03_LTXT_COMM_SLOTH_000_TITLE, UI, Watchtower of Sloth
W03_LTXT_COMM_SLOTH_000_DETAIL, UI, One of the watchtowers built to protect the Dark Castle. It presides over the dark virtue of sloth. The air is dank and stagnant, and listless things lie about here and there.
W03_LTXT_COMM_RAGE_000_TITLE, UI, Watchtower of Wrath
W03_LTXT_COMM_RAGE_000_DETAIL, UI, One of the watchtowers built to protect the Dark Castle. It presides over the dark virtue of wrath. Aggression fills the air around it, while warriors with bloodshot eyes do battle nearby.
W03_LTXT_COMM_GLUTTONY_SUPER_000_TITLE, UI, Watchtower of Gluttony
W03_LTXT_COMM_GLUTTONY_SUPER_000_DETAIL, UI, The Warden of Gluttony, he who devours all, lives in this tower. It has a deeply distorted presence.
W03_LTXT_COMM_LUST_SUPER_000_TITLE, UI, Watchtower of Lust
W03_LTXT_COMM_LUST_SUPER_000_DETAIL, UI, The Warden of Lust, he who derives pleasure from the suffering of others, lives in this tower. It has a deeply distorted presence.
W03_LTXT_COMM_SLOTH_SUPER_000_TITLE, UI, Watchtower of Sloth
W03_LTXT_COMM_SLOTH_SUPER_000_DETAIL, UI, The Warden of Sloth, he who uses others to carry out his evil will, lives in this tower. It has a deeply distorted presence.
W03_LTXT_COMM_RAGE_SUPER_000_TITLE, UI, Watchtower of Wrath
W03_LTXT_COMM_RAGE_SUPER_000_DETAIL, UI, The Warden of Wrath, he who is ever burning with rage, lives in this tower. It has a deeply distorted presence.
W03_LTXT_COMM_GRAVEYARD_000_TITLE, UI, Graveyard
W03_LTXT_COMM_GRAVEYARD_000_DETAIL, UI, The headstones in this graveyard stick haphazardly out of the ground like crooked teeth. It is said you can still hear the groans of those buried here.
W03_LTXT_COMM_TOWN_000_TITLE, UI, Dark Town
W03_LTXT_COMM_TOWN_000_DETAIL, UI, A town full of lifeless beings devoid of all vitality. Its residents show no attachment to life.
W03_LTXT_COMM_WELL_000_TITLE, UI, Dark Well
W03_LTXT_COMM_WELL_000_DETAIL, UI, An old well. You've no idea how deep it goes, and no one has ever tried gathering water from it.
W03_LTXT_COMM_ROSE_000_TITLE, UI, Watchtower Ruins
W03_LTXT_COMM_ROSE_000_DETAIL, UI, A ruin that somewhat resembles the watchtower it used to be. It's covered in roses and ivy.
W03_LTXT_COMM_CASTLE_000_TITLE, UI, Dark Castle
W03_LTXT_COMM_CASTLE_000_DETAIL, UI, This building towers into the sky in the center of Yomi. It is home to this world's ruler, the Dismal King.
W03_EVAR_COMM_ALL_GLUTTONY_TOWER_000_TITLE, UI, Gluttony's Extreme
W03_EVAR_COMM_ALL_GLUTTONY_TOWER_000_DETAIL, UI, One of the watchtowers built to protect the Dark Castle. It presides over the dark virtue of gluttony. The odor of rotting food fills the air around it, attracting both animals and insects.
W03_EVAR_COMM_ALL_GLUTTONY_TOWER_000_BUTTON, UI, Enter the Watchtower of Gluttony
W03_EVAR_COMM_ALL_GLUTTONY_FOOD_000_TITLE, UI, Feeding a Glutton
W03_EVAR_COMM_ALL_GLUTTONY_FOOD_000_DETAIL, UI, Can you acquire enough food to satisfy the Warden of Gluttony?
W03_EVAR_COMM_ALL_GLUTTONY_FOOD_000_BUTTON, UI, Enter the Dark Town
W03_EVAR_COMM_ALL_GLUTTONY_GOOD_FOOD_000_TITLE, UI, Gluttony's Bliss
W03_EVAR_COMM_ALL_GLUTTONY_GOOD_FOOD_000_DETAIL, UI, You've heard you might obtain ingredients from this well that can satisfy even the Warden of Gluttony.
W03_EVAR_COMM_ALL_GLUTTONY_GOOD_FOOD_000_BUTTON, UI, Investigate the Dark Well
W03_EVAR_COMM_ALL_GLUTTONY_FOOD_BATTLE_000_TITLE, UI, Gluttonous Battle
W03_EVAR_COMM_ALL_GLUTTONY_FOOD_BATTLE_000_DETAIL, UI, Does this town contain the secret to defeating the Warden of Gluttony in an eating contest?
W03_EVAR_COMM_ALL_GLUTTONY_FOOD_BATTLE_000_BUTTON, UI, Enter the Dark Town
W03_EVAR_COMM_ALL_LUST_TOWER_000_TITLE, UI, Lust's Extreme
W03_EVAR_COMM_ALL_LUST_TOWER_000_DETAIL, UI, One of the watchtowers built to protect the Dark Castle. It presides over the dark virtue of lust. A seductive smell fills the air around it, while suspicious shadows lie in wait for some dark purpose.
W03_EVAR_COMM_ALL_LUST_TOWER_000_BUTTON, UI, Enter the Watchtower of Lust
W03_EVAR_COMM_ALL_LUST_WOLF_000_TITLE, UI, Howling Wolves
W03_EVAR_COMM_ALL_LUST_WOLF_000_DETAIL, UI, The sound of howling wolves fills the air. Perhaps you should stay away from this place.
W03_EVAR_COMM_ALL_LUST_WOLF_000_BUTTON, UI, Investigate the Area
W03_EVAR_COMM_ALL_SLOTH_TOWER_000_TITLE, UI, Sloth's Extreme
W03_EVAR_COMM_ALL_SLOTH_TOWER_000_DETAIL, UI, One of the watchtowers built to protect the Dark Castle. It presides over the dark virtue of sloth. The air is dank and stagnant, and listless things lie about here and there.
W03_EVAR_COMM_ALL_SLOTH_TOWER_000_BUTTON, UI, Enter the Watchtower of Sloth
W03_EVAR_COMM_ALL_RAGE_FIRE_000_TITLE, UI, The Flames of Wrath
