label, speaker, text
W19_LTXT_COMM_SWAMP01_INTRO_RIGHT_IVY_TITLE, UI, Vines
W19_LTXT_COMM_SWAMP01_INTRO_RIGHT_IVY_DETAIL, UI, Vines stretch all the way up the cliff.
W19_LTXT_COMM_SWAMP01_INTRO_LEFT_CASCADE_TITLE, UI, Waterfall
W19_LTXT_COMM_SWAMP01_INTRO_LEFT_CASCADE_DETAIL, UI, Water is pouring from the top of the cliff.
W19_EVAR_COMM_PLAT_SWAMP_05_TUTO_TITLE, UI, Finding a Branch
W19_EVAR_COMM_PLAT_SWAMP_05_TUTO_DETAIL, UI, There's a beaver in a lodge made from branches. Perhaps you could take one with you?
W19_EVAR_COMM_PLAT_SWAMP_05_TUTO_BUTTON, UI, Approach the Beaver
W19_EVAR_COMM_GUARDIAN_SWAMP_01_TUTO_DONE_TITLE, UI, Waiting Eagle
W19_EVAR_COMM_GUARDIAN_SWAMP_01_TUTO_DONE_DETAIL, UI, You should take the branch you found in the beaver's lodge to the eagle.
W19_EVAR_COMM_GUARDIAN_SWAMP_01_TUTO_DONE_BUTTON, UI, Approach the Eagle
W19_EVAR_COMM_IVY_TITLE, UI, Vines
W19_EVAR_COMM_IVY_DETAIL, UI, Vines stretch all the way up the cliff. You should be able to climb them.
W19_EVAR_COMM_IVY_BUTTON, UI, Climb the Vines
W19_EVAR_COMM_CASCADE_TITLE, UI, Waterfall
W19_EVAR_COMM_CASCADE_DETAIL, UI, Water is pouring from the top of the cliff. You should be able to ride the current down.
W19_EVAR_COMM_CASCADE_BUTTON, UI, Ride the Waterfall
W19_EVAR_COMM_BRIDGE_UP_TITLE, UI, Make a Bridge
W19_EVAR_COMM_BRIDGE_UP_DETAIL, UI, There's a dead tree here. If you could push it over, it would form a bridge to the next platform.
W19_EVAR_COMM_BRIDGE_UP_BUTTON, UI, Investigate the Dead Tree
W19_LTXT_COMM_SWAMP_06_BRIDGE_UP_TITLE, UI, Dead Tree
W19_LTXT_COMM_SWAMP_06_BRIDGE_UP_DETAIL, UI, There's a dead tree here. If you could push it over, it would form a bridge to the next platform. Sadly, you're not sure how to go about that.
