label, speaker, text
W09_WRLD_COMM_000_TITLE, UI, Avalon
W09_WRLD_COMM_000_DETAIL, UI, A large, old-fashioned town shrouded in mist. What could await you here?
W09_WRLD_COMM_000_BUTTON, UI, Enter Avalon Station
W09_WRLD_COMM_010_TITLE, UI, A Fateful Meeting
W09_WRLD_COMM_010_DETAIL, UI, The first Avalon locale you've been led to is this station. Who will you meet here, and what must you do in this world?
W09_WRLD_COMM_010_BUTTON, UI, Enter Avalon Station
W09_WRLD_COMM_SCAN_000_TITLE, UI, Premonition
W09_WRLD_COMM_SCAN_000_DETAIL, UI, You feel destiny's guidance leading you to a place nearby.
W09_EVAR_COMM_OPENING_110_TITLE, UI, A New Meeting
W09_EVAR_COMM_OPENING_110_DETAIL, UI, This station is the first Avalon locale you've been led to.
W09_EVAR_COMM_OPENING_110_BUTTON, UI, Enter Avalon Station
W09_EVAR_COMM_BASE_MOVE_000_TITLE, UI, Select Destination: Broadening Knowledge
W09_EVAR_COMM_BASE_MOVE_000_DETAIL, UI, You should make for Avalon Station, gathering valuable items and broadening your horizons along the way. Recommended Location: Canuds Department Store
W09_EVAR_COMM_BASE_MOVE_000_BUTTON, UI, Select a Destination
W09_EVAR_COMM_BASE_MOVE_010_TITLE, UI, Select Destination: A New Path
W09_EVAR_COMM_BASE_MOVE_010_DETAIL, UI, You should travel the city collecting valuable items as you make for Avalon Station. Recommended Location: Nobles' Plaza
W09_EVAR_COMM_BASE_MOVE_010_BUTTON, UI, Select a Destination
W09_EVAR_COMM_BASE_MOVE_020_TITLE, UI, Select Destination: Make For the Palace
W09_EVAR_COMM_BASE_MOVE_020_DETAIL, UI, You should travel the city collecting valuable items as you make for the palace, where you will receive your final evaluation. Recommended Location: The Royal Museum of Albion
W09_EVAR_COMM_BASE_MOVE_020_BUTTON, UI, Select a Destination
W09_EVAR_COMM_BASE_MOVE_ROUTE_B_000_TITLE, UI, Select Destination: Your First Tour
W09_EVAR_COMM_BASE_MOVE_ROUTE_B_000_DETAIL, UI, Your journey around Avalon has begun. You need to make for the police station while gathering valuable items along the way. Recommended Locations: Jack Street/Royal Palace
W09_EVAR_COMM_BASE_MOVE_ROUTE_B_000_BUTTON, UI, Select a Destination
W09_EVAR_COMM_BASE_MOVE_ROUTE_B_010_TITLE, UI, Select Destination: A Challenging Tour
W09_EVAR_COMM_BASE_MOVE_ROUTE_B_010_DETAIL, UI, You can't let this chance pass you by! You should make for Avalon Station. Recommended Locations: Market/Broadcast Tower
W09_EVAR_COMM_BASE_MOVE_ROUTE_B_010_BUTTON, UI, Select a Destination
W09_EVAR_COMM_BASE_MOVE_ROUTE_B_020_TITLE, UI, Select Destination: Making for the Palace
W09_EVAR_COMM_BASE_MOVE_ROUTE_B_020_DETAIL, UI, Collect items of value as you make your way to the palace. Recommended Location: Once you have four triangles, you should go to the hospital.
W09_EVAR_COMM_BASE_MOVE_ROUTE_B_020_BUTTON, UI, Select a Destination
W09_EVAR_COMM_BASE_STATION_COURSE_END_000_TITLE, UI, Your First Appraisal
W09_EVAR_COMM_BASE_STATION_COURSE_END_000_DETAIL, UI, You don't know what will happen once you complete your tour of the area and return to the station. All you can do is have the items you've gathered appraised.
W09_EVAR_COMM_BASE_STATION_COURSE_END_000_BUTTON, UI, Receive Appraisal
W09_EVAR_COMM_BASE_STATION_COURSE_END_010_TITLE, UI, New Course's Appraisal
W09_EVAR_COMM_BASE_STATION_COURSE_END_010_DETAIL, UI, You returned to Avalon Station after following the new course around the city. You wonder how your next appraisal will go.
W09_EVAR_COMM_BASE_STATION_COURSE_END_010_BUTTON, UI, Receive Appraisal
W09_EVAR_COMM_ROUTEB_COURSE_END_000_TITLE, UI, Your First Appraisal
W09_EVAR_COMM_ROUTEB_COURSE_END_000_DETAIL, UI, You don't know what is going to happen once you arrive at the police station. All you can do is have the items you've gathered appraised.
