label, speaker, text
W11_SCAN_COMM_AREAIN_110_TITLE, UI, Guided to the Maiden
W11_SCAN_COMM_AREAIN_110_DETAIL, UI, Fate's guidance is leading you to the maiden.
W11_LDMK_COMM_MAJIN_1_000_TITLE, UI, Kutsuwa Village
W11_LDMK_COMM_MAJIN_1_000_DETAIL, UI, A race called the Kikir live here.
W11_LDMK_COMM_MAJIN_2_000_TITLE, UI, Kirigi Village
W11_LDMK_COMM_MAJIN_2_000_DETAIL, UI, A race called the Kikir live here.
W11_LDMK_COMM_MAJIN_3_000_TITLE, UI, Suzumu Village
W11_LDMK_COMM_MAJIN_3_000_DETAIL, UI, A race called the Kikir live here.
W11_LDMK_COMM_SATO_1_000_TITLE, UI, Dura Village
W11_LDMK_COMM_SATO_1_000_DETAIL, UI, A race called the Imeru live here.
W11_LDMK_COMM_SATO_2_000_TITLE, UI, Doroso Village
W11_LDMK_COMM_SATO_2_000_DETAIL, UI, A race called the Imeru live here.
W11_LDMK_COMM_SATO_3_000_TITLE, UI, Berta Village
W11_LDMK_COMM_SATO_3_000_DETAIL, UI, A race called the Imeru live here.
W11_LDMK_COMM_MIYAKO_1_000_TITLE, UI, Senia City
W11_LDMK_COMM_MIYAKO_1_000_DETAIL, UI, The capital city of the Imeru. It sometimes connects to other worlds.
W11_LDMK_COMM_ISEKI_1_000_TITLE, UI, Saru Ruins
W11_LDMK_COMM_ISEKI_1_000_DETAIL, UI, Someone lived here once, but now all that remains is the sound of the wind.
W11_LDMK_COMM_ISEKI_2_000_TITLE, UI, Gorn Ruins
W11_LDMK_COMM_ISEKI_2_000_DETAIL, UI, Someone lived here once, but now all that remains is the sound of the wind.
W11_LDMK_COMM_ISEKI_3_000_TITLE, UI, Kieru Ruins
W11_LDMK_COMM_ISEKI_3_000_DETAIL, UI, Someone lived here once, but now all that remains is the sound of the wind.
W11_LDMK_COMM_HANA_A_TITLE, UI, Budding Epuyke
W11_LDMK_COMM_HANA_A_DETAIL, UI, The Epuyke has begun to bud. You can make it grow further by defeating Ancikar's fiends.
W11_LDMK_COMM_HANA_B_TITLE, UI, Seedling Epuyke
W11_LDMK_COMM_HANA_B_DETAIL, UI, The Epuyke has become a seedling. You'll need to defeat more of Ancikar's fiends if you want it to bloom.
W11_LDMK_COMM_HANA_C_TITLE, UI, Blooming Epuyke
W11_LDMK_COMM_HANA_C_DETAIL, UI, The Epuyke is blooming with beautiful flowers.
W11_LDMK_COMM_HANA_D_TITLE, UI, Wilted Epuyke
W11_LDMK_COMM_HANA_D_DETAIL, UI, The Epuyke has wilted. It's almost time for the next maiden to take up the mantle.
W11_LDMK_COMM_HANA_E_TITLE, UI, Blooming Epuyke
W11_LDMK_COMM_HANA_E_DETAIL, UI, The Epuyke has become a wicked blossom tainted with evil.
W11_LDMK_COMM_HANA_END_TITLE, UI, Where The Epuyke Once Stood
W11_LDMK_COMM_HANA_END_DETAIL, UI, The Epuyke once stood here, but now it has wilted and vanished. Only a hole remains.
