label, speaker, text
W15_LTXT_COMM_TERMINAL_000_TITLE, UI, Central Terminal
W15_LTXT_COMM_TERMINAL_000_DETAIL, UI, The core triangle engine supporting this world is located in this very important place.
W15_LTXT_COMM_INDUSTRIAL_000_TITLE, UI, Industrial Ward
W15_LTXT_COMM_INDUSTRIAL_000_DETAIL, UI, The factories in this area manufacture various types of equipment that rely on triangle engines.
W15_LTXT_COMM_TRADE_000_TITLE, UI, Commercial Ward
W15_LTXT_COMM_TRADE_000_DETAIL, UI, The Trigon Corporation's sales department is located here. The employees are constantly pitching their expertise to anyone who will listen.
W15_LTXT_COMM_MINE_000_TITLE, UI, Mine
W15_LTXT_COMM_MINE_000_DETAIL, UI, A mine with a large—but old and deteriorating—triangle engine.
W15_LTXT_COMM_RANCH_000_TITLE, UI, Ranch
W15_LTXT_COMM_RANCH_000_DETAIL, UI, A Trigon Corporation facility that is the perfect living environment for animals.
W15_LTXT_COMM_TOWER_000_TITLE, UI, Tower
W15_LTXT_COMM_TOWER_000_DETAIL, UI, A tall building that houses the Trigon Corporation's director.
W15_LTXT_COMM_SETTLEMENT_000_TITLE, UI, Residential Ward
W15_LTXT_COMM_SETTLEMENT_000_DETAIL, UI, In addition to being the home of countless people, the Trigon Corporation's infrastructure department is also located here.
W15_LTXT_COMM_DAM_000_TITLE, UI, Dam
W15_LTXT_COMM_DAM_000_DETAIL, UI, A facility containing a large, old triangle engine that relies on hydraulic power.
W15_LTXT_COMM_CAVE_000_TITLE, UI, Cave
W15_LTXT_COMM_CAVE_000_DETAIL, UI, You've heard tales of a ruin with ancient murals deep within this cave.
W15_LTXT_COMM_PARK_000_TITLE, UI, Amusement Park
W15_LTXT_COMM_PARK_000_DETAIL, UI, A paradise of rides and attractions for children, all powered by triangle engines.
W15_LTXT_COMM_FOREST_000_TITLE, UI, Forest
W15_LTXT_COMM_FOREST_000_DETAIL, UI, Though this place was once deforested thanks to the triangle engine, trees are now attempting to reclaim their former home.
W15_LTXT_COMM_LAB_000_TITLE, UI, Laboratory
W15_LTXT_COMM_LAB_000_DETAIL, UI, A laboratory full of cutting-edge equipment the Trigon Corporation uses to research triangle theory.
W15_LTXT_COMM_PORT_000_TITLE, UI, Port
W15_LTXT_COMM_PORT_000_DETAIL, UI, A port in the sky that was once filled with life. It has since fallen into disrepair, and airships no longer visit it.
W15_EVAR_COMM_TERMINAL_000_TITLE, UI, Disaster at the Central Terminal
W15_EVAR_COMM_TERMINAL_000_DETAIL, UI, Are the people in the tower safe after that explosion?
W15_EVAR_COMM_TERMINAL_000_BUTTON, UI, Enter the Central Terminal
W15_EVAR_COMM_TOWER_000_TITLE, UI, Restoring the Tower
W15_EVAR_COMM_TOWER_000_DETAIL, UI, The tower's triangle engine has stopped. Something sinister seems to be at work.
W15_EVAR_COMM_TOWER_000_BUTTON, UI, Enter the Tower
W15_EVAR_COMM_INDUSTRIAL_000_TITLE, UI, Restore the Industrial Ward Engine
W15_EVAR_COMM_INDUSTRIAL_000_DETAIL, UI, You must repair and reboot the triangle engine in the Industrial Ward as soon as possible.
