label, speaker, text
W02_LTXT_COMM_CASTLE_BIG_TITLE, UI, Brilliant Tower
W02_LTXT_COMM_CASTLE_BIG_DETAIL, UI, A pillar of light where witches gather. Constantly absorbing magical energy, it's effectively the center of the world, though it also connects to other worlds as well.
W02_LTXT_COMM_CASTLE_RED_TITLE, UI, Flame Fortress
W02_LTXT_COMM_CASTLE_RED_DETAIL, UI, A perpetually smoldering castle of hellfire. Home to the sagely Red Witch.
W02_LTXT_COMM_CASTLE_BLU_TITLE, UI, Tree of the Forever Young
W02_LTXT_COMM_CASTLE_BLU_DETAIL, UI, A castle within a great tree that's covered in the fresh, eternal vegetation of early summer. Home to the sagely Blue Witch.
W02_LTXT_COMM_CASTLE_WHI_TITLE, UI, Leone Bianco Palazzo
W02_LTXT_COMM_CASTLE_WHI_DETAIL, UI, The stronghold for witches of the white, made from gold and marble. Home to the sagely White Witch.
W02_LTXT_COMM_CASTLE_YEL01_TITLE, UI, Dusk Pinwheel
W02_LTXT_COMM_CASTLE_YEL01_DETAIL, UI, A magical pinwheel where witches of the yellow live. It has a habit of moving about on a whim.
W02_LTXT_COMM_CASTLE_YEL05_TITLE, UI, The Dusk Pinwheel Returns
W02_LTXT_COMM_CASTLE_YEL05_DETAIL, UI, The Dusk Pinwheel has returned to its original region. You can only hope it isn't going to move again any time soon.
W02_LTXT_COMM_CASTLE_BLA_TITLE, UI, Castle Black Swan
W02_LTXT_COMM_CASTLE_BLA_DETAIL, UI, The stronghold for witches of the black. A lake so cold it freezes you to your core stands between you and it.
W02_LTXT_COMM_CASTLE_BLA2_TITLE, UI, Crystallizing Castle Black Swan
W02_LTXT_COMM_CASTLE_BLA2_DETAIL, UI, The crystallization process has begun at Castle Black Swan. You must ensure it doesn't reach the castle.
W02_LTXT_COMM_CASTLE_BLA3_TITLE, UI, Imperiled Castle Black Swan
W02_LTXT_COMM_CASTLE_BLA3_DETAIL, UI, The area in front of the castle has become a warzone, and the crystallization is now pronounced. If the witches of the black don't achieve victory quickly, the crystallization will reach the castle.
W02_LTXT_COMM_CASTLE_BLA4_TITLE, UI, Crystallized Castle Black Swan
W02_LTXT_COMM_CASTLE_BLA4_DETAIL, UI, The home of the black witches has succumbed to the Calamity and turned to crystal.
W02_LTXT_COMM_CASTLE_BLA5_TITLE, UI, Liberated Castle Black Swan
W02_LTXT_COMM_CASTLE_BLA5_DETAIL, UI, The crystals are no more, and the immediate danger has passed. However, you can't afford to let your guard down until the battle with the Calamity is over.
W02_LTXT_COMM_CASTLE_BLU2_TITLE, UI, Crystallizing Tree of the Forever Young
W02_LTXT_COMM_CASTLE_BLU2_DETAIL, UI, The crystallization process has begun at the Tree of the Forever Young. You must ensure it doesn't reach the tree.
W02_LTXT_COMM_CASTLE_BLU3_TITLE, UI, Imperiled Tree of the Forever Young
W02_LTXT_COMM_CASTLE_BLU3_DETAIL, UI, The area in front of the tree has become a warzone, and the crystallization is now pronounced. If the witches of the blue don't achieve victory quickly, the crystallization will reach the castle.
W02_LTXT_COMM_CASTLE_BLU4_TITLE, UI, Crystallized Tree of the Forever Young
W02_LTXT_COMM_CASTLE_BLU4_DETAIL, UI, The home of the blue witches has succumbed to the Calamity and turned to crystal.
W02_LTXT_COMM_CASTLE_BLU5_TITLE, UI, Liberated Tree of the Forever Young
W02_LTXT_COMM_CASTLE_BLU5_DETAIL, UI, The crystals are no more, and the immediate danger has passed. However, you can't afford to let your guard down until the battle with the Calamity is over.
W02_LTXT_COMM_CASTLE_RED2_TITLE, UI, Crystallizing Flame Fortress
W02_LTXT_COMM_CASTLE_RED2_DETAIL, UI, The crystallization process has begun at the Flame Fortress. You must ensure it doesn't reach the fortress.
W02_LTXT_COMM_CASTLE_RED3_TITLE, UI, Imperiled Flame Fortress
