label, speaker, text
W10_EVAR_COMM_CLT_01_000_TITLE, UI, Yellow Division
W10_EVAR_COMM_CLT_01_000_DETAIL, UI, Yellow Division is in charge of investigating other civilizations. You wonder what awaits you here.
W10_EVAR_COMM_MAG_01_000_TITLE, UI, Red Division
W10_EVAR_COMM_LIF_00_001_TITLE, UI, Green Division
W10_LDMK_COMM_M_KAIGI_000_TITLE, UI, Central Meeting Area
W10_LDMK_COMM_M_KAIGI_000_DETAIL, UI, A place where people of different divisions can gather to discuss important matters—or unimportant ones.
W10_LDMK_COMM_A_ROOM_000_TITLE, UI, Yellow Division: Residential Area
W10_LDMK_COMM_A_ROOM_000_DETAIL, UI, The area where the members of Yellow Division live.
W10_LDMK_COMM_B_ROOM_000_TITLE, UI, Red Division: Residential Area
W10_LDMK_COMM_B_ROOM_000_DETAIL, UI, The area where the members of Red Division live.
W10_LDMK_COMM_C_ROOM_000_TITLE, UI, Green Division: Residential Area
W10_LDMK_COMM_C_ROOM_000_DETAIL, UI, The area where the members of Green Division live.
W10_LDMK_COMM_A_BUNMEI_000_TITLE, UI, Yellow Division: Laboratory
W10_LDMK_COMM_A_BUNMEI_000_DETAIL, UI, Yellow Division researches the cultures of other worlds here.
W10_LDMK_COMM_B_MAG2_000_TITLE, UI, Red Division: Laboratory
W10_LDMK_COMM_B_MAG2_000_DETAIL, UI, Red Division breeds monsters and researches relics here.
W10_LDMK_COMM_C_HOSPITAL_000_TITLE, UI, Hospital
W10_LDMK_COMM_C_HOSPITAL_000_DETAIL, UI, A place for treating various illnesses.
W10_LDMK_COMM_C_SEIMEI_000_TITLE, UI, Green Division: Laboratory
W10_LDMK_COMM_C_SEIMEI_000_DETAIL, UI, Green Division researches life here.
W10_LDMK_COMM_B_MAG_SHITA_000_TITLE, UI, Red Division: Laboratory
W10_LDMK_COMM_B_MAG_SHITA_000_DETAIL, UI, A laboratory for researching hidden relics.
W10_LDMK_COMM_C_REITOU_000_TITLE, UI, Cryosleep Devices
W10_LDMK_COMM_C_REITOU_000_DETAIL, UI, Both people and research subjects sleep here.
W10_LDMK_COMM_HATSUMEIBU_000_TITLE, UI, Invention Workshop
W10_LDMK_COMM_HATSUMEIBU_000_DETAIL, UI, This looks to be a place where automated machines help to develop new inventions.
W10_LDMK_COMM_TEST_CONTENA1_000_TITLE, UI, Container
W10_LDMK_COMM_TEST_CONTENA1_000_DETAIL, UI, You don't know if there's anything inside.
W10_LDMK_COMM_ORI1_000_TITLE, UI, Cage
W10_LDMK_COMM_ORI1_000_DETAIL, UI, Someone is captured inside.
W10_LDMK_COMM_GUS_000_TITLE, UI, Green Division Gas Tank
W10_LDMK_COMM_GUS_000_DETAIL, UI, This tank is full of gas. You're not sure what Green Division intends to use it for.
W10_EVAR_COMM_ELV_X_MOVE_MAIN_002_TITLE, UI, Central Lift
W10_EVAR_COMM_ELV_X_MOVE_MAIN_002_DETAIL, UI, This will take you to the disposal area.
W10_EVAR_COMM_ELV_X_MOVE_MAIN_002_BUTTON, UI, Operate the Lift
W10_EVAR_COMM_ELV_X_MOVE_MAIN_004_TITLE, UI, Central Lift
W10_EVAR_COMM_ELV_X_MOVE_MAIN_004_DETAIL, UI, This will take you to the disposal area.
W10_EVAR_COMM_ELV_X_MOVE_MAIN_004_BUTTON, UI, Operate the Lift
W10_EVAR_COMM_ELV_X_MOVE_MAIN_005_TITLE, UI, Central Lift
W10_EVAR_COMM_ELV_X_MOVE_MAIN_005_DETAIL, UI, This will take you to the disposal area.
W10_EVAR_COMM_ELV_X_MOVE_MAIN_005_BUTTON, UI, Operate the Lift
W10_EVAR_COMM_ELV_X_MOVE_MAIN_006_TITLE, UI, Central Lift
W10_EVAR_COMM_ELV_X_MOVE_MAIN_006_DETAIL, UI, This will take you to the disposal area.
W10_EVAR_COMM_ELV_X_MOVE_MAIN_006_BUTTON, UI, Operate the Lift
W10_GIMK_COMM_MAZE_ELV_00UP_000_TITLE, UI, Central Lift
W10_GIMK_COMM_MAZE_ELV_00UP_000_DETAIL, UI, A giant lift in the center of Delta Base.
W10_GIMK_COMM_MAZE_ELV_00UP_000_BUTTON, UI, Descend to the Lower Level
W10_GIMK_COMM_MAZE_ELV_00_DW_000_TITLE, UI, Central Lift
W10_GIMK_COMM_MAZE_ELV_00_DW_000_DETAIL, UI, You can use this lift to move around.
W10_GIMK_COMM_MAZE_ELV_00_DW_000_BUTTON, UI, Operate the Lift
W10_GIMK_COMM_MAZE_ELV_A_UP_000_TITLE, UI, Yellow Division Lift
W10_GIMK_COMM_MAZE_ELV_A_UP_000_DETAIL, UI, Artifacts from civilizations of various worlds are stored haphazardly on the lower level.
W10_GIMK_COMM_MAZE_ELV_A_UP_000_BUTTON, UI, Descend to the Lower Level
W10_GIMK_COMM_MAZE_ELV_CLT_NIS_000_TITLE, UI, Yellow Division Lift
W10_GIMK_COMM_MAZE_ELV_CLT_NIS_000_DETAIL, UI, This lift would ordinarily take you to the lower level, but it's not working right now.
W10_GIMK_COMM_MAZE_ELV_A_DW_000_TITLE, UI, Yellow Division Lift
W10_GIMK_COMM_MAZE_ELV_A_DW_000_DETAIL, UI, This will take you to the upper level.
W10_GIMK_COMM_MAZE_ELV_A_DW_000_BUTTON, UI, Ascend to the Upper Level
W10_GIMK_COMM_MAZE_ELV_B_UP_000_TITLE, UI, Red Division Lift
W10_GIMK_COMM_MAZE_ELV_B_UP_000_DETAIL, UI, Data and specimens of monsters from various other worlds are being stored on the lower level.
W10_GIMK_COMM_MAZE_ELV_B_UP_000_BUTTON, UI, Descend to the Lower Level
W10_GIMK_COMM_MAZE_ELV_MAG_NIS_000_TITLE, UI, Red Division Lift
W10_GIMK_COMM_MAZE_ELV_MAG_NIS_000_DETAIL, UI, This lift would ordinarily take you to the lower level, but it's not working right now.
W10_GIMK_COMM_MAZE_ELV_B_DW_000_TITLE, UI, Red Division Lift
W10_GIMK_COMM_MAZE_ELV_B_DW_000_DETAIL, UI, This will take you to the upper level.
W10_GIMK_COMM_MAZE_ELV_B_DW_000_BUTTON, UI, Ascend to the Upper Level
W10_GIMK_COMM_MAZE_ELV_C_UP_000_TITLE, UI, Green Division Lift
W10_GIMK_COMM_MAZE_ELV_C_UP_000_DETAIL, UI, Samples of various life-forms from other worlds are being stored on the lower level.
W10_GIMK_COMM_MAZE_ELV_C_UP_000_BUTTON, UI, Descend to the Lower Level
W10_GIMK_COMM_MAZE_ELV_LIF_NIS_000_TITLE, UI, Green Division Lift
W10_GIMK_COMM_MAZE_ELV_LIF_NIS_000_DETAIL, UI, This lift would ordinarily take you to the lower level, but it's not working right now.
W10_GIMK_COMM_MAZE_ELV_C_DW_000_TITLE, UI, Green Division Lift
W10_GIMK_COMM_MAZE_ELV_C_DW_000_DETAIL, UI, This will take you to the upper level.
W10_GIMK_COMM_MAZE_ELV_C_DW_000_BUTTON, UI, Ascend to the Upper Level
W10_GIMK_COMM_EV_ITA_02_KYE_000_TITLE, UI, Central Lift
W10_GIMK_COMM_EV_ITA_02_KYE_000_DETAIL, UI, You can use this lift to get around.
W10_GIMK_COMM_EV_ITA_02_KYE_000_BUTTON, UI, Operate the Lift
W10_GIMK_COMM_EV_ITA_04_KYE_000_TITLE, UI, Central Lift
W10_GIMK_COMM_EV_ITA_04_KYE_000_DETAIL, UI, You can use this lift to get around.
W10_GIMK_COMM_EV_ITA_04_KYE_000_BUTTON, UI, Operate the Lift
W10_GIMK_COMM_EV_ITA_05_KYE_000_TITLE, UI, Central Lift
W10_GIMK_COMM_EV_ITA_05_KYE_000_DETAIL, UI, You can use this lift to get around.
W10_GIMK_COMM_EV_ITA_05_KYE_000_BUTTON, UI, Operate the Lift
W10_GIMK_COMM_EV_ITA_06_KYE_000_TITLE, UI, Central Lift
W10_GIMK_COMM_EV_ITA_06_KYE_000_DETAIL, UI, You can use this lift to get around.
W10_GIMK_COMM_EV_ITA_06_KYE_000_BUTTON, UI, Operate the Lift
W10_EVAR_COMM_MAG_MISSON_0100_TITLE, UI, Container
W10_EVAR_COMM_MAG_MISSON_0100_DETAIL, UI, You don't know if there's anything inside.
W10_EVAR_COMM_MAG_MISSON_0100_BUTTON, UI, Open the Container
W10_EVAR_COMM_MAG_01_001_TITLE, UI, Red Division Lift
W10_EVAR_COMM_MAG_01_001_DETAIL, UI, A lift for the exclusive use of Red Division. It connects their area with the lower level.
W10_EVAR_COMM_MAG_01_001_BUTTON, UI, Descend to the Lower Level
W10_EVAR_COMM_CLT_01_001_TITLE, UI, Yellow Division Lift
W10_EVAR_COMM_CLT_01_001_DETAIL, UI, A lift for the exclusive use of Yellow Division. It connects their area with the lower level.
W10_EVAR_COMM_CLT_01_001_BUTTON, UI, Descend to the Lower Level
W10_EVAR_COMM_LIF_01_001_TITLE, UI, Green Division Lift
W10_EVAR_COMM_LIF_01_001_DETAIL, UI, A lift for the exclusive use of Green Division. It connects their area with the lower level.
W10_EVAR_COMM_LIF_01_001_BUTTON, UI, Descend to the Lower Level
