label, speaker, text
W12_EVAR_COMM_EXIT01_000_TITLE, UI, The World's Exit
W12_EVAR_COMM_EXIT01_000_DETAIL, UI, You should be able to leave this world from here.
W12_EVAR_COMM_EXIT01_000_BUTTON, UI, Leave This World
W12_EVAR_COMM_EXIT02_000_TITLE, UI, The World's Exit
W12_EVAR_COMM_EXIT02_000_DETAIL, UI, You should be able to leave this world from here.
W12_EVAR_COMM_EXIT02_000_BUTTON, UI, Leave This World
W12_LTXT_COMM_TOWN01_000_TITLE, UI, Duvall
W12_LTXT_COMM_TOWN01_000_DETAIL, UI, A frozen, mostly silent town. All you hear is the sound of wind and a faint noise resembling the cries of townsfolk.
W12_LTXT_COMM_TOWN01_010_TITLE, UI, Duvall
W12_LTXT_COMM_TOWN01_010_DETAIL, UI, A newly thawed town in the mountains. You hear cheerful voices coming from within.
W12_LTXT_COMM_TOWN02_000_TITLE, UI, Varsailles
W12_LTXT_COMM_TOWN02_000_DETAIL, UI, A large frozen city. Its buildings and people have all been turned to ice, making it impossible to enter.
W12_LTXT_COMM_TOWN02_010_TITLE, UI, Varsailles
W12_LTXT_COMM_TOWN02_010_DETAIL, UI, A large, newly thawed city built in the architectural style of the old empire. It's once again as lively as ever.
W12_LTXT_COMM_ARCHEOCAMP01_000_TITLE, UI, Frozen Bathhouse Ruins Camp
W12_LTXT_COMM_ARCHEOCAMP01_000_DETAIL, UI, The survey team's camp at the bathhouse ruins has been frozen. Will you find frozen team members here?
W12_LTXT_COMM_ARCHEOCAMP01_010_TITLE, UI, Bathhouse Ruins Camp
W12_LTXT_COMM_ARCHEOCAMP01_010_DETAIL, UI, The survey team researching the bathhouse ruins lives in this camp—hence the comfortable tents.
W12_LTXT_COMM_ARCHEOCAMP02_000_TITLE, UI, Frozen Watchtower Ruins Camp
W12_LTXT_COMM_ARCHEOCAMP02_000_DETAIL, UI, The survey team's camp at the watchtower ruins has been frozen. Will you find frozen team members here?
W12_LTXT_COMM_ARCHEOCAMP02_010_TITLE, UI, Watchtower Ruins Camp
W12_LTXT_COMM_ARCHEOCAMP02_010_DETAIL, UI, The survey team researching the watchtower ruins lives in this camp—hence the comfortable tents.
W12_LTXT_COMM_ARCHEOCAMP03_000_TITLE, UI, Frozen Church Ruins Camp
W12_LTXT_COMM_ARCHEOCAMP03_000_DETAIL, UI, The survey team's camp at the church ruins has been frozen. Will you find frozen team members here?
W12_LTXT_COMM_ARCHEOCAMP03_010_TITLE, UI, Church Ruins Camp
W12_LTXT_COMM_ARCHEOCAMP03_010_DETAIL, UI, The survey team researching the church ruins lives in this camp—hence the comfortable tents.
W12_LTXT_COMM_LADDERFOLDED_000_TITLE, UI, Ladder
W12_LTXT_COMM_LADDERFOLDED_000_DETAIL, UI, A ladder that has been stowed.
W12_LTXT_COMM_LADDER_000_TITLE, UI, Ladder
W12_LTXT_COMM_LADDER_000_DETAIL, UI, A sturdy ladder you can use to conquer cliffs.
W12_LTXT_COMM_RUINS01_000_TITLE, UI, Bathhouse Ruins
W12_LTXT_COMM_RUINS01_000_DETAIL, UI, The ruins of an Imperial-era bathhouse. Researchers are currently attempting to unravel its history.
W12_LTXT_COMM_RUINS02_000_TITLE, UI, Church Ruins
W12_LTXT_COMM_RUINS02_000_DETAIL, UI, The ruins of an Imperial-era church. Researchers are currently attempting to unravel its history.
W12_LTXT_COMM_RUINS03_000_TITLE, UI, Watchtower Ruins
W12_LTXT_COMM_RUINS03_000_DETAIL, UI, The ruins of an Imperial-era watchtower. Researchers are currently attempting to unravel its history.
W12_LTXT_COMM_WINDMILL_000_TITLE, UI, Frozen Windmill
W12_LTXT_COMM_WINDMILL_000_DETAIL, UI, This windmill was built to mill flour. Now that it's frozen, however, it can no longer do so.
W12_LTXT_COMM_WINDMILL_010_TITLE, UI, Windmill
W12_LTXT_COMM_WINDMILL_010_DETAIL, UI, This windmill is now free of ice. Its fine blades catch the wind and spin as it mills grain.
W12_LTXT_COMM_MINE01_000_TITLE, UI, Coal Mine
W12_LTXT_COMM_MINE01_000_DETAIL, UI, A place where brawny miners dig for coal. There is a danger that fiends will emerge from tunnels that have been mined too heavily.
W12_LTXT_COMM_MINE02_000_TITLE, UI, Copper Mine
W12_LTXT_COMM_MINE02_000_DETAIL, UI, A place where brawny miners dig for copper. You sense something unpleasant lurking deep within its tunnels.
W12_LTXT_COMM_MINE03_000_TITLE, UI, Closed Great Mine
W12_LTXT_COMM_MINE03_000_DETAIL, UI, The entrance to this mine was seemingly sealed long ago. You find yourself curious as to why.
