label, speaker, text
W01_LTXT_COMM_CATHEDRAL_000_TITLE, UI, Shrine
W01_LTXT_COMM_CATHEDRAL_000_DETAIL, UI, This building, erected by Imperial decree, contains a rock called Ama-no-Iwato that was once exposed to the elements. The building eventually came to be known by some by another name: the Cathedral.
W01_LTXT_COMM_GOKAKUDO_000_TITLE, UI, Gokakudo Temple
W01_LTXT_COMM_GOKAKUDO_000_DETAIL, UI, A historic building that has stood since the city's founding. The temple is at the center of the city's protections in accordance with the theory of the five elements. Due to its age, it's now a restricted area.
W01_LTXT_COMM_SEQUOIAMALL_000_TITLE, UI, Sequoia Mall
W01_LTXT_COMM_SEQUOIAMALL_000_DETAIL, UI, A large and popular shopping mall. Its name was considered a bit silly when the mall was first established, but people came to accept it after time.
W01_LTXT_COMM_MIYAKOTHEATRE_000_TITLE, UI, Miyako Theater
W01_LTXT_COMM_MIYAKOTHEATRE_000_DETAIL, UI, Though this building is officially known as the Miyako Civic Theater, people just call it the Miyako Theater regardless. Visitors enjoy various forms of art here, from concerts to plays.
W01_LTXT_COMM_NORTHTEMPLE_000_TITLE, UI, Sangen-in Temple
W01_LTXT_COMM_NORTHTEMPLE_000_DETAIL, UI, A historic building famous for its mountain location. The spring in its grounds is said to be a source of great natural energy.
W01_LTXT_COMM_SOUTHTEMPLE_000_TITLE, UI, Rakusuiro Tower
W01_LTXT_COMM_SOUTHTEMPLE_000_DETAIL, UI, This tower is a major landmark in Miyako City. Despite looking like it has five stories from the outside, it actually contains only four.
W01_LTXT_COMM_JIZOPARK_000_TITLE, UI, Komainu Jizo Children's Park
W01_LTXT_COMM_JIZOPARK_000_DETAIL, UI, A park popular with local elementary school children. A Jizo statue stands watch in one corner.
W01_LTXT_COMM_GHOSTTOWN_000_TITLE, UI, Ruined Village
W01_LTXT_COMM_GHOSTTOWN_000_DETAIL, UI, This ancient village is now surrounded by woodlands. The idea of using it as a draw for tourists is currently under consideration, but for now, the city has forbidden anyone to go inside.
W01_LTXT_COMM_LIMESTONECAVE_000_TITLE, UI, Limestone Cave
W01_LTXT_COMM_LIMESTONECAVE_000_DETAIL, UI, The city restricted access to this cave after someone went missing in its depths.
W01_LTXT_COMM_HOTEL_000_TITLE, UI, Hotel
W01_LTXT_COMM_HOTEL_000_DETAIL, UI, A luxury hotel built on sought-after land away from the bustle and noise of Miyako City.
W01_LTXT_COMM_RAKUHOKUSTA_010_TITLE, UI, Rakuhoku Station
W01_LTXT_COMM_RAKUHOKUSTA_010_DETAIL, UI, A train station in Miyako. The trains aren't running right now.
W01_LTXT_COMM_RAKUTOSTA_010_TITLE, UI, Rakuto Station
W01_LTXT_COMM_RAKUTOSTA_010_DETAIL, UI, A train station in Miyako. The trains aren't running right now.
W01_LTXT_COMM_RAKUNANSTA_010_TITLE, UI, Rakunan Station
W01_LTXT_COMM_RAKUNANSTA_010_DETAIL, UI, A Miyako Rail station. The trains aren't running right now.
W01_LTXT_COMM_MIYAKOUNIV_000_TITLE, UI, Miyako Imperial University
W01_LTXT_COMM_MIYAKOUNIV_000_DETAIL, UI, One of the two most famous universities in the entire country. Many of its students go on to receive international recognition.
W01_LTXT_COMM_RAKUGAKU_000_TITLE, UI, Rakugaku Academy
W01_LTXT_COMM_RAKUGAKU_000_DETAIL, UI, A combined middle and high school for young women. There are no rumors about it becoming a mixed school to combat declining birth rates.
W01_LTXT_COMM_HOUSEOFMIDO_000_TITLE, UI, Mido Residence
W01_LTXT_COMM_HOUSEOFMIDO_000_DETAIL, UI, The main building with its elegant exterior, built before the war, is quite famous. Sadly, since the house is still used as a residence, it's not possible to tour it. Rumors claim a large dog also lives here.
W01_LTXT_COMM_HOUSEOFIZUMI_000_TITLE, UI, Izumi's House
W01_LTXT_COMM_HOUSEOFIZUMI_000_DETAIL, UI, Your home while living as Yumeha Izumi. Though not as luxurious as Leone Bianco Palazzo in Pulchra, it's still quite comfortable.
