label,prob,rank,worldidea,enemylabel,equiplabel,haveidea,itemlabel,race,scene,setpattern,sozailabel
IDEA_FIGHT,100,5,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_WILD,25,8,['Wild','None','None'],None,None,None,None,None,None,None,None
IDEA_FANTASY,25,8,['Fantasy','None','None'],None,None,None,None,None,None,None,None
IDEA_CHAOS,25,8,['Chaos','None','None'],None,None,None,None,None,None,None,None
IDEA_MODAN,25,8,['Modern','None','None'],None,None,None,None,None,None,None,None
IDEA_NOSTALGY,25,8,['Nostalgy','None','None'],None,None,None,None,None,None,None,None
IDEA_SCIENCE,25,8,['Science','None','None'],None,None,None,None,None,None,None,None
IDEA_MAGIC,100,0,['None','None','None'],None,None,None,None,None,None,Idea_Magic,None
IDEA_GALE,100,0,['None','None','None'],None,None,None,None,None,None,Idea_Gale,None
IDEA_FIRE,100,0,['None','None','None'],None,None,None,None,None,None,Idea_Fire,None
IDEA_ICE,100,0,['None','None','None'],None,None,None,None,None,None,Idea_Ice,None
IDEA_LIGHTNING,100,0,['None','None','None'],None,None,None,None,None,None,Idea_Lightning,None
IDEA_BOMB,100,0,['None','None','None'],None,None,None,None,None,None,Idea_Bonb,None
IDEA_DEDICATION,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_IDEAL,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_GENIUS,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_HONOR,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_GUARD,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_TRADITION,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_FREE,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_DICIPLINE,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_GLITTER,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_OBEDIENCE,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_VITALITY,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_HARMONY,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_ORDER,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_AMBITION,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_SILENCE,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_UPHEABAL,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_AUTHORITY,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_REINCARNATION,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_PRIDE,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_GREED,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_LUST,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_SLOTH,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_WRATH,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_GLUTTONY,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_ENVY,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_RETRO,0,3,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_TECHNOLOGY,0,3,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_ART,0,3,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_MECHA,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_DARKNIGHT,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_WORLD_ART,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_WORLD_WILD,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_WORLD_MODAN,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_WORLD_SF,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA001,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA002,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA003,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA004,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA005,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA006,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA007,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA008,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA009,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA010,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA011,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA012,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA013,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA014,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA015,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA016,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA017,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA018,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA019,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA020,0,0,['None','None','None'],None,None,None,None,None,None,None,None
IDEA_001,20,20,['None','None','None'],None,None,None,None,Beast,BS_GUR_ZAKO1,None,None
IDEA_002,0,0,['None','None','None'],None,None,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_A001,80,20,['Art','None','None'],None,None,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_A002,80,20,['Magic','None','None'],None,None,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_A003,80,20,['Art','Magic','Order'],None,LongSword,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_B001,95,20,['Chaos','None','None'],None,None,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_B002,95,20,['Science','None','None'],None,None,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_B003,95,20,['Technology','None','None'],None,None,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_C001,0,20,['None','None','None'],None,None,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_C002,0,20,['None','None','None'],None,LongSword,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_C003,0,20,['None','None','None'],None,LongSword,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_D001,0,20,['None','None','None'],None,LongSword,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_D002,0,20,['None','None','None'],None,LongSword,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_D003,0,20,['None','None','None'],None,LongSword,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_E001,100,1,['None','None','None'],None,None,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_E002,100,1,['None','None','None'],None,None,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_E003,100,1,['None','None','None'],None,None,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_F001,100,1,['None','None','None'],None,None,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_F002,100,1,['None','None','None'],None,None,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_F003,100,1,['None','None','None'],None,None,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_G001,100,1,['None','None','None'],None,None,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_G002,100,1,['None','None','None'],None,None,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_G003,100,1,['None','None','None'],None,None,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_H001,100,1,['None','None','None'],None,None,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_H002,0,20,['None','None','None'],None,LongSword,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_H003,0,20,['None','None','None'],None,LongSword,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_I001,0,20,['None','None','None'],None,LongSword,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_I002,0,20,['None','None','None'],None,LongSword,None,None,None,BS_GUR_ZAKO1,None,None
IDEA_I003,0,20,['None','None','None'],None,LongSword,None,None,None,BS_GUR_ZAKO1,None,None
