label,name,description,AllBonus,startbp,incbp,maxbp,TurnSequence,SequenceOrder,slotInfoArray,timelineNum,timelineNumEnemy,timelineQui,timeline,Sortindex,keepMax,name.1,price
0,804,200,0QuicknessGuard1,0,0,0,600,200,0,50,50,0,[1,1,1,1,1,1,1,1,1,1,1,1],None,0,BF_001_FormationName,0
0,1010,0,0BPCostDownOverAttack,0,0,0,1004,0,0,20,30,0,[1,2,4,4,4,4,4,4,4,4,2,1],None,0,BF_002_FormationName,0
0,1007,0,0BPCostDownKill,0,0,0,1001,0,0,20,30,0,[2,2,2,2,2,1,1,2,2,2,2,2],None,0,BF_003_FormationName,0
0,707,50,10BPCostDownKill,0,20,0,1202,50,10,20,30,0,[1,1,1,1,1,1,1,1,1,1,1,1],None,0,BF_004_FormationName,0
35,1410,0,0BPCostDownDefense,0,-30,35,1404,0,0,20,30,0,[1,2,4,4,4,4,4,4,4,4,2,1],None,0,BF_005_FormationName,0
0,700,50,0BPCostDownKill,0,0,0,1407,0,0,20,30,0,[1,2,4,4,4,4,4,4,4,4,2,1],None,0,BF_006_FormationName,0
-20,1304,0,0BPCostDownOverAttack,0,0,-20,1300,0,0,20,30,0,[1,2,4,4,4,4,4,4,4,4,2,1],None,0,BF_007_FormationName,0
0,1004,0,10ResistUpParalysis,0,0,0,1301,0,0,10,30,0,[4,4,4,1,1,1,1,1,1,1,1,1],None,0,BF_008_FormationName,0
0,1010,0,-30QuicknessGuard2,0,0,0,1313,0,-40,10,30,0,[1,2,4,4,4,4,4,4,4,4,2,1],None,0,BF_009_FormationName,0
0,1007,0,0ResistUpDarkness,0,0,0,1304,0,0,20,30,0,[1,2,4,4,4,4,4,4,4,4,2,1],None,0,BF_010_FormationName,0
0,1007,0,0ResistUpStun,0,0,0,1310,0,0,20,30,0,[1,2,4,4,4,4,4,4,4,4,2,1],None,0,BF_011_FormationName,0
0,1010,0,0BPCostDownTech1,0,0,0,1406,0,0,20,30,0,[1,2,4,4,4,4,4,4,4,4,2,1],None,0,BF_012_FormationName,0
0,1004,0,0BPCostDownTech1,0,0,0,1408,0,0,20,30,0,[1,2,4,4,4,4,4,4,4,4,2,1],None,0,BF_013_FormationName,0
0,1107,0,0BPCostDownDefense,0,0,0,1100,0,0,20,30,0,[1,2,4,4,4,4,4,4,4,4,2,1],None,0,BF_014_FormationName,0
0,600,50,0BPCostDownMagic2,0,15,20,1407,0,0,20,30,0,[1,2,4,4,4,4,4,4,4,4,2,1],None,0,BF_015_FormationName,0
0,502,0,-30InvalidDodgeInAir,0,0,0,0,0,-30,20,30,0,[20,18,16,3,2,1,1,2,3,16,18,20],None,0,BF_016_FormationName,0
20,804,0,-50BPCostDownReserve,0,-10,20,1100,0,-50,20,30,0,[4,4,4,4,3,2,1,20,20,20,20,20],None,0,BF_017_FormationName,0
0,1310,0,0BPCostDownOverAttack,0,0,0,1304,0,0,20,30,0,[20,20,1,20,20,5,5,20,20,1,20,20],None,0,BF_018_FormationName,0
0,1104,0,0ResistUpStone,0,0,0,1400,0,0,20,30,0,[-1,1,4,4,4,4,4,4,4,4,4,4],None,0,BF_019_FormationName,0
0,400,0,0BPCostDownDefense,0,0,20,1307,0,0,20,30,0,[4,4,4,4,4,4,4,4,4,4,1,-5],None,0,BF_020_FormationName,0
0,1212,0,0InvalidDodgeInAir,0,0,0,1202,0,0,20,30,0,[1,2,4,4,4,4,4,4,4,4,2,1],None,0,BF_021_FormationName,0
